Epoch [1/57]: Training loss: 0.40607 | Validation loss: 0.37576 || Training accuracy: 14.9 % | Validation accuracy: 15.4 %
Epoch [2/57]: Training loss: 0.38205 | Validation loss: 0.37188 || Training accuracy: 18.8 % | Validation accuracy: 14.8 %
Epoch [3/57]: Training loss: 0.36995 | Validation loss: 0.35343 || Training accuracy: 22.9 % | Validation accuracy: 28.1 %
Epoch [4/57]: Training loss: 0.36020 | Validation loss: 0.34942 || Training accuracy: 22.7 % | Validation accuracy: 24.4 %
Epoch [5/57]: Training loss: 0.35378 | Validation loss: 0.34688 || Training accuracy: 23.7 % | Validation accuracy: 23.8 %
Epoch [6/57]: Training loss: 0.34722 | Validation loss: 0.33463 || Training accuracy: 26.0 % | Validation accuracy: 28.1 %
Epoch [7/57]: Training loss: 0.34224 | Validation loss: 0.33203 || Training accuracy: 25.2 % | Validation accuracy: 26.2 %
Epoch [8/57]: Training loss: 0.33635 | Validation loss: 0.32940 || Training accuracy: 26.1 % | Validation accuracy: 28.1 %
Epoch [9/57]: Training loss: 0.33028 | Validation loss: 0.32023 || Training accuracy: 26.9 % | Validation accuracy: 28.7 %
Epoch [10/57]: Training loss: 0.32670 | Validation loss: 0.32408 || Training accuracy: 28.0 % | Validation accuracy: 28.5 %
Epoch [11/57]: Training loss: 0.32222 | Validation loss: 0.31431 || Training accuracy: 27.4 % | Validation accuracy: 29.1 %
Epoch [12/57]: Training loss: 0.31854 | Validation loss: 0.31416 || Training accuracy: 28.3 % | Validation accuracy: 29.3 %
Epoch [13/57]: Training loss: 0.31580 | Validation loss: 0.31650 || Training accuracy: 28.6 % | Validation accuracy: 24.4 %
Epoch [14/57]: Training loss: 0.31238 | Validation loss: 0.30961 || Training accuracy: 29.6 % | Validation accuracy: 31.4 %
Epoch [15/57]: Training loss: 0.30927 | Validation loss: 0.30817 || Training accuracy: 30.1 % | Validation accuracy: 28.7 %
Epoch [16/57]: Training loss: 0.30583 | Validation loss: 0.30177 || Training accuracy: 29.6 % | Validation accuracy: 30.5 %
Epoch [17/57]: Training loss: 0.30335 | Validation loss: 0.29998 || Training accuracy: 30.2 % | Validation accuracy: 31.2 %
Epoch [18/57]: Training loss: 0.30009 | Validation loss: 0.29950 || Training accuracy: 31.4 % | Validation accuracy: 29.7 %
Epoch [19/57]: Training loss: 0.29883 | Validation loss: 0.29501 || Training accuracy: 30.7 % | Validation accuracy: 33.2 %
Epoch [20/57]: Training loss: 0.29559 | Validation loss: 0.29473 || Training accuracy: 32.3 % | Validation accuracy: 32.8 %
Epoch [21/57]: Training loss: 0.29353 | Validation loss: 0.29254 || Training accuracy: 31.6 % | Validation accuracy: 32.0 %
Epoch [22/57]: Training loss: 0.29082 | Validation loss: 0.29213 || Training accuracy: 32.7 % | Validation accuracy: 31.4 %
