Epoch [1/4999]: Training loss: 483.558 | Validation loss: 121.324 || Training accuracy: 11.8 % | Validation accuracy: 13.6 %
Epoch [2/4999]: Training loss: 442.662 | Validation loss: 118.227 || Training accuracy: 14.3 % | Validation accuracy: 18.2 %
Epoch [3/4999]: Training loss: 435.975 | Validation loss: 116.610 || Training accuracy: 15.4 % | Validation accuracy: 20.2 %
Epoch [4/4999]: Training loss: 431.217 | Validation loss: 116.026 || Training accuracy: 17.9 % | Validation accuracy: 19.6 %
Epoch [5/4999]: Training loss: 428.132 | Validation loss: 115.438 || Training accuracy: 17.7 % | Validation accuracy: 23.5 %
Epoch [6/4999]: Training loss: 425.448 | Validation loss: 114.540 || Training accuracy: 19.0 % | Validation accuracy: 23.1 %
Epoch [7/4999]: Training loss: 423.066 | Validation loss: 113.792 || Training accuracy: 19.5 % | Validation accuracy: 23.4 %
Epoch [8/4999]: Training loss: 419.785 | Validation loss: 112.903 || Training accuracy: 19.8 % | Validation accuracy: 23.4 %
Epoch [9/4999]: Training loss: 417.705 | Validation loss: 112.716 || Training accuracy: 20.8 % | Validation accuracy: 22.7 %
Epoch [10/4999]: Training loss: 415.228 | Validation loss: 111.864 || Training accuracy: 20.9 % | Validation accuracy: 24.4 %
Epoch [11/4999]: Training loss: 413.418 | Validation loss: 111.454 || Training accuracy: 20.8 % | Validation accuracy: 25.5 %
Epoch [12/4999]: Training loss: 411.665 | Validation loss: 111.198 || Training accuracy: 21.3 % | Validation accuracy: 23.2 %
Epoch [13/4999]: Training loss: 409.608 | Validation loss: 110.360 || Training accuracy: 21.8 % | Validation accuracy: 21.6 %
Epoch [14/4999]: Training loss: 408.245 | Validation loss: 109.921 || Training accuracy: 21.4 % | Validation accuracy: 24.7 %
Epoch [15/4999]: Training loss: 406.308 | Validation loss: 109.241 || Training accuracy: 22.3 % | Validation accuracy: 24.9 %
Epoch [16/4999]: Training loss: 404.516 | Validation loss: 109.063 || Training accuracy: 22.3 % | Validation accuracy: 24.9 %
Epoch [17/4999]: Training loss: 403.219 | Validation loss: 108.537 || Training accuracy: 22.7 % | Validation accuracy: 25.4 %
Epoch [18/4999]: Training loss: 400.956 | Validation loss: 108.388 || Training accuracy: 21.9 % | Validation accuracy: 25.5 %
Epoch [19/4999]: Training loss: 399.905 | Validation loss: 107.669 || Training accuracy: 22.8 % | Validation accuracy: 27.0 %
Epoch [20/4999]: Training loss: 398.613 | Validation loss: 107.318 || Training accuracy: 23.9 % | Validation accuracy: 25.0 %
Epoch [21/4999]: Training loss: 397.862 | Validation loss: 107.033 || Training accuracy: 23.6 % | Validation accuracy: 25.5 %
Epoch [22/4999]: Training loss: 396.198 | Validation loss: 106.886 || Training accuracy: 24.0 % | Validation accuracy: 27.0 %
Epoch [23/4999]: Training loss: 394.951 | Validation loss: 106.468 || Training accuracy: 23.3 % | Validation accuracy: 26.2 %
Epoch [24/4999]: Training loss: 394.099 | Validation loss: 105.930 || Training accuracy: 24.1 % | Validation accuracy: 25.9 %
