Epoch [1/4997]: Training loss: 0.21833 | Validation loss: 0.19978 || Training accuracy: 9.5 % | Validation accuracy: 12.8 %
Epoch [2/4997]: Training loss: 0.20454 | Validation loss: 0.19619 || Training accuracy: 13.7 % | Validation accuracy: 11.3 %
Epoch [3/4997]: Training loss: 0.20127 | Validation loss: 0.19348 || Training accuracy: 16.1 % | Validation accuracy: 20.3 %
Epoch [4/4997]: Training loss: 0.19907 | Validation loss: 0.19241 || Training accuracy: 16.2 % | Validation accuracy: 21.6 %
Epoch [5/4997]: Training loss: 0.19745 | Validation loss: 0.19193 || Training accuracy: 18.1 % | Validation accuracy: 20.7 %
Epoch [6/4997]: Training loss: 0.19579 | Validation loss: 0.18912 || Training accuracy: 19.4 % | Validation accuracy: 20.0 %
Epoch [7/4997]: Training loss: 0.19440 | Validation loss: 0.18754 || Training accuracy: 19.0 % | Validation accuracy: 21.8 %
Epoch [8/4997]: Training loss: 0.19358 | Validation loss: 0.18698 || Training accuracy: 18.9 % | Validation accuracy: 21.2 %
Epoch [9/4997]: Training loss: 0.19210 | Validation loss: 0.18603 || Training accuracy: 20.3 % | Validation accuracy: 21.9 %
Epoch [10/4997]: Training loss: 0.19098 | Validation loss: 0.18492 || Training accuracy: 18.5 % | Validation accuracy: 20.2 %
Epoch [11/4997]: Training loss: 0.18972 | Validation loss: 0.18279 || Training accuracy: 19.8 % | Validation accuracy: 23.7 %
Epoch [12/4997]: Training loss: 0.18893 | Validation loss: 0.18270 || Training accuracy: 19.3 % | Validation accuracy: 21.9 %
Epoch [13/4997]: Training loss: 0.18754 | Validation loss: 0.18243 || Training accuracy: 20.8 % | Validation accuracy: 23.3 %
Epoch [14/4997]: Training loss: 0.18687 | Validation loss: 0.18027 || Training accuracy: 20.6 % | Validation accuracy: 23.4 %
Epoch [15/4997]: Training loss: 0.18578 | Validation loss: 0.17928 || Training accuracy: 22.3 % | Validation accuracy: 24.8 %
Epoch [16/4997]: Training loss: 0.18500 | Validation loss: 0.17831 || Training accuracy: 20.4 % | Validation accuracy: 23.9 %
Epoch [17/4997]: Training loss: 0.18399 | Validation loss: 0.17863 || Training accuracy: 21.8 % | Validation accuracy: 24.1 %
Epoch [18/4997]: Training loss: 0.18310 | Validation loss: 0.17771 || Training accuracy: 22.4 % | Validation accuracy: 26.3 %
Epoch [19/4997]: Training loss: 0.18258 | Validation loss: 0.17659 || Training accuracy: 22.8 % | Validation accuracy: 25.1 %
Epoch [20/4997]: Training loss: 0.18150 | Validation loss: 0.17574 || Training accuracy: 21.6 % | Validation accuracy: 25.7 %
Epoch [21/4997]: Training loss: 0.18091 | Validation loss: 0.17495 || Training accuracy: 23.4 % | Validation accuracy: 23.7 %
Epoch [22/4997]: Training loss: 0.18015 | Validation loss: 0.17451 || Training accuracy: 23.6 % | Validation accuracy: 25.7 %
Epoch [23/4997]: Training loss: 0.17935 | Validation loss: 0.17422 || Training accuracy: 24.4 % | Validation accuracy: 19.9 %
Epoch [24/4997]: Training loss: 0.17852 | Validation loss: 0.17296 || Training accuracy: 23.7 % | Validation accuracy: 26.7 %
Epoch [25/4997]: Training loss: 0.17756 | Validation loss: 0.17249 || Training accuracy: 22.9 % | Validation accuracy: 26.3 %
Epoch [26/4997]: Training loss: 0.17711 | Validation loss: 0.17198 || Training accuracy: 22.7 % | Validation accuracy: 25.2 %
Epoch [27/4997]: Training loss: 0.17649 | Validation loss: 0.17039 || Training accuracy: 23.6 % | Validation accuracy: 25.4 %
