Epoch [1/4999]: Training loss: 504.569 | Validation loss: 122.193 || Training accuracy: 10.4 % | Validation accuracy: 13.6 %
Epoch [2/4999]: Training loss: 445.167 | Validation loss: 119.153 || Training accuracy: 15.6 % | Validation accuracy: 13.6 %
Epoch [3/4999]: Training loss: 437.788 | Validation loss: 117.274 || Training accuracy: 15.8 % | Validation accuracy: 14.1 %
Epoch [4/4999]: Training loss: 433.061 | Validation loss: 116.142 || Training accuracy: 16.8 % | Validation accuracy: 15.1 %
Epoch [5/4999]: Training loss: 429.377 | Validation loss: 115.293 || Training accuracy: 17.9 % | Validation accuracy: 16.3 %
Epoch [6/4999]: Training loss: 426.060 | Validation loss: 114.488 || Training accuracy: 18.3 % | Validation accuracy: 17.6 %
Epoch [7/4999]: Training loss: 423.226 | Validation loss: 113.705 || Training accuracy: 19.1 % | Validation accuracy: 18.2 %
Epoch [8/4999]: Training loss: 420.495 | Validation loss: 112.979 || Training accuracy: 19.5 % | Validation accuracy: 19.9 %
Epoch [9/4999]: Training loss: 418.371 | Validation loss: 112.437 || Training accuracy: 19.7 % | Validation accuracy: 19.7 %
Epoch [10/4999]: Training loss: 416.136 | Validation loss: 112.051 || Training accuracy: 19.9 % | Validation accuracy: 21.2 %
Epoch [11/4999]: Training loss: 414.350 | Validation loss: 111.309 || Training accuracy: 20.3 % | Validation accuracy: 22.1 %
Epoch [12/4999]: Training loss: 412.262 | Validation loss: 110.830 || Training accuracy: 20.2 % | Validation accuracy: 22.6 %
Epoch [13/4999]: Training loss: 410.271 | Validation loss: 110.280 || Training accuracy: 20.4 % | Validation accuracy: 22.9 %
Epoch [14/4999]: Training loss: 408.517 | Validation loss: 109.830 || Training accuracy: 20.7 % | Validation accuracy: 24.2 %
Epoch [15/4999]: Training loss: 407.118 | Validation loss: 109.485 || Training accuracy: 20.6 % | Validation accuracy: 23.4 %
Epoch [16/4999]: Training loss: 405.609 | Validation loss: 109.086 || Training accuracy: 20.9 % | Validation accuracy: 23.7 %
Epoch [17/4999]: Training loss: 404.158 | Validation loss: 108.651 || Training accuracy: 21.2 % | Validation accuracy: 22.2 %
Epoch [18/4999]: Training loss: 402.519 | Validation loss: 108.123 || Training accuracy: 21.0 % | Validation accuracy: 25.5 %
Epoch [19/4999]: Training loss: 400.990 | Validation loss: 107.746 || Training accuracy: 21.3 % | Validation accuracy: 22.9 %
Epoch [20/4999]: Training loss: 399.613 | Validation loss: 107.444 || Training accuracy: 21.7 % | Validation accuracy: 22.4 %
Epoch [21/4999]: Training loss: 398.193 | Validation loss: 107.135 || Training accuracy: 21.6 % | Validation accuracy: 23.4 %
Epoch [22/4999]: Training loss: 396.744 | Validation loss: 106.806 || Training accuracy: 21.8 % | Validation accuracy: 22.9 %
Epoch [23/4999]: Training loss: 395.470 | Validation loss: 106.477 || Training accuracy: 22.0 % | Validation accuracy: 24.9 %
Epoch [24/4999]: Training loss: 394.529 | Validation loss: 106.180 || Training accuracy: 21.6 % | Validation accuracy: 26.0 %
Epoch [25/4999]: Training loss: 393.315 | Validation loss: 106.019 || Training accuracy: 21.8 % | Validation accuracy: 24.5 %
Epoch [26/4999]: Training loss: 391.944 | Validation loss: 105.717 || Training accuracy: 22.2 % | Validation accuracy: 26.7 %
Epoch [27/4999]: Training loss: 390.821 | Validation loss: 105.388 || Training accuracy: 22.1 % | Validation accuracy: 24.9 %
