Epoch [1/4997]: Training loss: 0.21320 | Validation loss: 0.19792 || Training accuracy: 9.3 % | Validation accuracy: 11.8 %
Epoch [2/4997]: Training loss: 0.20102 | Validation loss: 0.19417 || Training accuracy: 13.4 % | Validation accuracy: 12.0 %
Epoch [3/4997]: Training loss: 0.19778 | Validation loss: 0.19123 || Training accuracy: 16.2 % | Validation accuracy: 20.6 %
Epoch [4/4997]: Training loss: 0.19528 | Validation loss: 0.18896 || Training accuracy: 17.1 % | Validation accuracy: 19.7 %
Epoch [5/4997]: Training loss: 0.19298 | Validation loss: 0.18658 || Training accuracy: 18.7 % | Validation accuracy: 18.3 %
Epoch [6/4997]: Training loss: 0.19092 | Validation loss: 0.18419 || Training accuracy: 18.5 % | Validation accuracy: 20.6 %
Epoch [7/4997]: Training loss: 0.18899 | Validation loss: 0.18240 || Training accuracy: 20.4 % | Validation accuracy: 21.3 %
Epoch [8/4997]: Training loss: 0.18715 | Validation loss: 0.18139 || Training accuracy: 21.1 % | Validation accuracy: 21.6 %
Epoch [9/4997]: Training loss: 0.18543 | Validation loss: 0.17912 || Training accuracy: 21.4 % | Validation accuracy: 25.2 %
Epoch [10/4997]: Training loss: 0.18388 | Validation loss: 0.17811 || Training accuracy: 22.4 % | Validation accuracy: 25.0 %
Epoch [11/4997]: Training loss: 0.18215 | Validation loss: 0.17635 || Training accuracy: 22.8 % | Validation accuracy: 25.3 %
Epoch [12/4997]: Training loss: 0.18082 | Validation loss: 0.17559 || Training accuracy: 23.5 % | Validation accuracy: 26.7 %
Epoch [13/4997]: Training loss: 0.17933 | Validation loss: 0.17274 || Training accuracy: 23.7 % | Validation accuracy: 29.0 %
Epoch [14/4997]: Training loss: 0.17807 | Validation loss: 0.17330 || Training accuracy: 24.1 % | Validation accuracy: 21.4 %
Epoch [15/4997]: Training loss: 0.17683 | Validation loss: 0.17053 || Training accuracy: 24.7 % | Validation accuracy: 29.4 %
Epoch [16/4997]: Training loss: 0.17550 | Validation loss: 0.17080 || Training accuracy: 24.9 % | Validation accuracy: 27.5 %
Epoch [17/4997]: Training loss: 0.17439 | Validation loss: 0.16889 || Training accuracy: 25.1 % | Validation accuracy: 26.0 %
Epoch [18/4997]: Training loss: 0.17311 | Validation loss: 0.16772 || Training accuracy: 25.4 % | Validation accuracy: 29.5 %
Epoch [19/4997]: Training loss: 0.17193 | Validation loss: 0.16673 || Training accuracy: 26.3 % | Validation accuracy: 27.5 %
Epoch [20/4997]: Training loss: 0.17082 | Validation loss: 0.16588 || Training accuracy: 26.6 % | Validation accuracy: 26.2 %
Epoch [21/4997]: Training loss: 0.16967 | Validation loss: 0.16352 || Training accuracy: 25.9 % | Validation accuracy: 29.8 %
Epoch [22/4997]: Training loss: 0.16881 | Validation loss: 0.16335 || Training accuracy: 26.6 % | Validation accuracy: 29.8 %
Epoch [23/4997]: Training loss: 0.16774 | Validation loss: 0.16282 || Training accuracy: 27.0 % | Validation accuracy: 27.2 %
Epoch [24/4997]: Training loss: 0.16688 | Validation loss: 0.16169 || Training accuracy: 27.2 % | Validation accuracy: 30.3 %
Epoch [25/4997]: Training loss: 0.16594 | Validation loss: 0.16002 || Training accuracy: 27.4 % | Validation accuracy: 29.8 %
Epoch [26/4997]: Training loss: 0.16521 | Validation loss: 0.15929 || Training accuracy: 27.0 % | Validation accuracy: 30.4 %
Epoch [27/4997]: Training loss: 0.16421 | Validation loss: 0.16005 || Training accuracy: 26.4 % | Validation accuracy: 23.0 %
Epoch [28/4997]: Training loss: 0.16332 | Validation loss: 0.15747 || Training accuracy: 27.2 % | Validation accuracy: 28.9 %
Epoch [29/4997]: Training loss: 0.16260 | Validation loss: 0.15747 || Training accuracy: 27.6 % | Validation accuracy: 29.7 %
Epoch [30/4997]: Training loss: 0.16171 | Validation loss: 0.15685 || Training accuracy: 28.0 % | Validation accuracy: 29.3 %
Epoch [31/4997]: Training loss: 0.16114 | Validation loss: 0.15636 || Training accuracy: 27.7 % | Validation accuracy: 28.4 %
Epoch [32/4997]: Training loss: 0.16013 | Validation loss: 0.15568 || Training accuracy: 28.0 % | Validation accuracy: 30.8 %
